ACO_Num,year,ACO_State,Start_Date,Track1,Track2,Adv_Pay,N_AB,Sav_rate,MinSavPerc,BnchmkMinExp,GenSaveLoss,EarnSaveLoss,QualScore,UpdatedBnchmk,HistBnchmk,ABtotBnchmk,ABtotExp,Adv_Pay_Amt,Adv_Pay_Recoup,QualPerfShare,FinalShareRate,Per_Capita_Exp_ALL_ESRD_BY1,Per_Capita_Exp_ALL_DIS_BY1,Per_Capita_Exp_ALL_AGDU_BY1,Per_Capita_Exp_ALL_AGND_BY1,Per_Capita_Exp_ALL_ESRD_BY2,Per_Capita_Exp_ALL_DIS_BY2,Per_Capita_Exp_ALL_AGDU_BY2,Per_Capita_Exp_ALL_AGND_BY2,Per_Capita_Exp_ALL_ESRD_BY3,Per_Capita_Exp_ALL_DIS_BY3,Per_Capita_Exp_ALL_AGDU_BY3,Per_Capita_Exp_ALL_AGND_BY3,Per_Capita_Exp_ALL_ESRD_PY,Per_Capita_Exp_ALL_DIS_PY,Per_Capita_Exp_ALL_AGDU_PY,Per_Capita_Exp_ALL_AGND_PY,Per_Capita_Exp_TOTAL_PY,CMS_HCC_RiskScore_ESRD_BY1,CMS_HCC_RiskScore_DIS_BY1,CMS_HCC_RiskScore_AGDU_BY1,CMS_HCC_RiskScore_AGND_BY1,CMS_HCC_RiskScore_ESRD_BY2,CMS_HCC_RiskScore_DIS_BY2,CMS_HCC_RiskScore_AGDU_BY2,CMS_HCC_RiskScore_AGND_BY2,CMS_HCC_RiskScore_ESRD_BY3,CMS_HCC_RiskScore_DIS_BY3,CMS_HCC_RiskScore_AGDU_BY3,CMS_HCC_RiskScore_AGND_BY3,CMS_HCC_RiskScore_ESRD_PY,CMS_HCC_RiskScore_DIS_PY,CMS_HCC_RiskScore_AGDU_PY,CMS_HCC_RiskScore_AGND_PY,N_AB_Year_ESRD_BY3,N_AB_Year_DIS_BY3,N_AB_Year_AGED_Dual_BY3,N_AB_Year_AGED_NonDual_BY3,N_Ben_Age_0_64,N_Ben_Age_65_74,N_Ben_Age_75_84,N_Ben_Age_85plus,N_Ben_Female,N_Ben_Male,N_Ben_Race_White,N_Ben_Race_Black,N_Ben_Race_Asian,N_Ben_Race_Hisp,N_Ben_Race_Native,N_Ben_Race_Other,CapAnn_INP_All,CapAnn_INP_S_trm,CapAnn_INP_L_trm,CapAnn_INP_Rehab,CapAnn_INP_Psych,CapAnn_INP_Other,ADM,ADM_S_Trm,ADM_L_Trm,ADM_Rehab,ADM_Psych,readm_Rate_1000,prov_Rate_1000,P_SNF_ADM,P_EDV_Vis,P_EDV_Vis_HOSP,P_CT_VIS,P_MRI_VIS,P_EM_Total,P_EM_PCP_Vis,P_EM_SP_Vis,P_Nurse_Vis,P_FQHC_RHC_Vis,N_CAH,N_FQHC,N_RHC,N_ETA,N_Fac_Other,N_PCP,N_Spec,N_NP,N_PA,N_CNS,ACO_NAME,N_AB_Year,N_AB_Year_ESRD,N_AB_Year_DIS,N_AB_Year_AGED_Dual,N_AB_Year_AGED_NonDual,CapAnn_HSP,CapAnn_SNF,CapAnn_OPD,CapAnn_PB,CapAnn_AmbPay,CapAnn_HHA,CapAnn_DME,CHF_ADM,COPD_ADM,PNEU_ADM
A51314,2014,New York,7/1/12,1,0,0,27791,0.0235,0.0242,9728896,0,0,0.7,15427,14724,414704079,404975183,,,0.5,0.35,106760,12231,15878,13743,102520,12229,15019,13026,102056,12181,14730,13167,110138,12673,15914,13072,15065,1.098,1.212,1.24,1.284,1.126,1.189,1.186,1.26,1.095,1.191,1.182,1.253,1.094,1.209,1.187,1.287,381,4376,4986,16546,5370,10619,7405,4397,16212,11579,18888,5410,855,1012,49,1577,5137,4609,27,253,272,2,449,418,1,11,18,227,823,144,759,359,792,346,14195,6884,6499,784,28,0,14,0,0,0,264,263,55,0,0,"Healthcare Provider ACO, Inc.",26882,424,4306,4978,17174,189,2318,1792,5312,289,717,241,16.07013324,12.42459375,8.295462295
A43867,2014,Arizona,7/1/12,1,0,0,8233,0.0028,0.0318,210180,0,0,0.82,9426,9095,75299969,75089789,,,0.5,0.41,75704,7533,8496,8910,71567,8659,9211,8729,75460,8692,8545,7826,87590,9685,12706,7914,9400,1.088,1.076,0.862,0.998,1.043,1.055,0.856,0.966,1.017,1.092,0.876,0.977,1.084,1.107,0.977,0.981,73,1290,226,5531,1587,4133,1825,688,4511,3722,7113,324,108,285,175,228,2855,2464,137,172,107,6,288,263,4,10,12,162,788,46,650,192,818,375,10197,4372,4901,914,10,0,0,0,0,0,45,0,21,1,0,"AzPCP-ACO, A Medical Corporation, PC",7989,108,1117,276,6488,242,458,1529,3952,65,263,200,4.756738713,5.883334724,6.759576066
A07663,2014,Wisconsin,7/1/12,1,0,0,8279,-0.0077,0.0317,-651255,0,0,0.9,10516,10603,84151661,84802916,,,0.5,0.45,77519,8501,12574,9693,73767,8813,13591,10034,82001,9246,15064,9991,93282,8997,11870,9962,10598,1.036,1.051,1.092,1.176,1.077,1.071,1.09,1.178,1.016,1.086,1.055,1.176,1.102,1.093,1.033,1.162,56,1145,375,6868,1638,2982,2302,1357,5079,3200,7765,153,45,130,26,160,3819,3396,200,228,43,0,432,406,5,13,7,175,793,96,802,326,724,229,8577,4074,3644,849,10,0,0,0,0,0,74,104,24,2,0,Aurora Accountable Care Organization LLC,8002,68,1263,339,6332,315,1063,2101,2850,123,434,245,17.12071982,11.49712572,14.24643839
A88215,2014,California,7/1/12,1,0,1,7571,-0.0307,0.0329,-2653262,0,0,0.83,11840,11404,86414023,89067286,1918504,0,0.5,0.41,80509,6682,8936,11709,85725,7692,10009,11296,91725,7001,9084,11946,92626,8893,10432,12108,12203,1.018,1.039,0.921,1.186,0.99,0.97,0.921,1.133,0.998,0.974,0.929,1.154,1.023,1,0.925,1.187,81,1249,1552,3956,1602,2696,2008,1265,4204,3367,5279,433,1071,243,43,502,4722,4472,*,114,98,0,360,346,*,*,9,189,797,140,807,290,750,216,10988,6243,3006,924,816,0,0,3,0,0,29,24,9,0,0,GOLDEN LIFE HEALTHCARE LLC,7299,94,1285,1621,4299,278,1861,1892,3029,149,627,191,12.33087858,6.987497859,10.13872238
A59303,2014,Nevada,7/1/12,1,0,0,7059,0.1018,0.0339,9042380,9042380,3762195,0.85,12946,13092,88816561,79774181,,,0.5,0.42,111657,13294,14975,9715,92928,15240,17137,9839,96898,14667,19219,10528,90931,13003,14344,9470,11628,1.021,1.28,1.005,0.998,0.987,1.215,0.982,0.98,1.021,1.214,1.07,0.983,1.012,1.16,0.968,0.995,80,933,498,4120,1429,3218,1755,657,3903,3156,5333,648,403,328,20,327,4322,2917,296,898,331,0,377,293,8,43,33,202,718,35,831,231,731,350,10302,4944,4674,671,13,0,0,0,0,0,0,0,0,0,0,"Nevada Primary Care Network, ACO, LLC",6861,94,1097,670,5000,204,472,1521,4211,145,1100,205,8.30833141,6.850729408,10.49473441
A13492,2014,Michigan,1/1/13,1,0,0,11131,0.004,0.0293,379556,0,0,0.92,8649,8411,93789571,93410014,,,0.5,0.46,62934,8097,11235,8184,70313,8195,8825,7596,74389,8142,9260,7743,78178,8464,9640,7684,8614,1.077,1.101,1.027,1.089,1.028,1.078,0.994,1.097,1.061,1.056,0.962,1.095,1.114,1.093,0.993,1.109,98,1439,361,9076,2010,4833,2919,1369,6606,4525,8053,2845,43,*,*,169,2620,2425,*,121,63,0,317,301,*,7,7,167,782,35,694,244,605,225,8431,3684,4439,302,6,0,0,0,0,4,129,255,35,0,3,"St. John Providence Partners in Care, LLC",10843,116,1489,380,8858,65,316,2257,2774,84,464,189,14.84771866,10.8821789,*
A12881,2014,"Massachusetts,  Connecticut",1/1/13,1,0,0,11499,-0.0203,0.0291,-2654793,0,0,0.8,11821,11490,130960604,133615397,,,0.5,0.4,95012,9563,13737,10512,83280,9111,12897,10701,98561,9805,13537,11128,82066,10983,14772,11362,12061,1.092,1.143,1.11,1.156,1.04,1.164,1.114,1.154,1.083,1.102,1.112,1.166,1.104,1.139,1.087,1.171,86,2505,1332,8566,2163,4063,3051,2222,6770,4729,10390,566,*,211,*,233,4319,3424,151,607,210,1,408,352,5,32,19,167,862,159,872,288,708,240,10811,4745,4289,1769,8,0,0,0,0,6,69,78,36,0,4,"Accountable Care Organization of New England, LLC",11078,62,1803,1176,8037,289,1711,2081,2971,284,830,201,22.56623189,15.7060974,14.53265334
A45011,2014,"Mississippi,  Alabama",7/1/12,1,0,1,4630,0.1494,0.041,10270645,10270645,0,0,15336,14445,68736523,58465877,1512664,0,0.5,0,74437,9637,15796,13251,80742,9613,15332,13983,83207,9632,14800,13206,76061,10075,13115,10768,13045,1.015,0.989,0.957,1.128,1.021,1.034,0.933,1.178,1.016,1.041,0.901,1.162,1.036,1.064,0.955,1.197,148,1912,1193,1930,1910,1544,801,375,2685,1945,873,3729,*,*,*,16,4297,3430,513,122,270,1,533,478,16,7,31,220,697,73,1463,385,787,221,8761,1678,2467,992,3624,0,52,3,0,0,41,29,47,0,0,Medical Mall Services of Mississippi,4482,143,1634,844,1860,373,847,3106,2656,256,1534,418,26.10441767,21.41900937,14.27933958
A04598,2014,Maryland,7/1/12,1,0,0,12997,0.0312,0.0282,3961312,3961312,1400324,0.72,10023,9927,126794858,122833547,,,0.5,0.36,75431,10523,12908,8968,77849,9863,13403,8595,74058,10259,11736,8807,76877,10437,12525,8440,9710,1.025,1.184,1.069,1.056,1.004,1.159,1.042,1.02,1.02,1.147,1.05,1.019,1.009,1.163,1.067,1.009,124,1218,552,9034,2022,6420,3387,1168,7142,5855,8945,3506,208,21,11,306,3342,3243,49,49,18,0,277,271,1,3,2,164,787,37,772,203,688,270,10683,4211,5661,808,3,0,0,0,0,0,46,46,10,1,0,"Accountable Care Coalition of Maryland, LLC.",12651,152,1438,675,10386,63,353,2167,3495,99,243,256,15.57219928,13.59603186,7.825622987
A22691,2014,California,1/1/13,1,0,0,5592,0.0734,0.0372,8677122,8677122,0,0,22354,21882,118252619,109575497,,,0.5,0,137661,18375,21244,20462,137975,20607,23196,20585,139299,19330,23002,19942,133244,18621,23187,18456,20714,1.115,1.398,1.225,1.387,1.114,1.48,1.231,1.398,1.188,1.474,1.24,1.397,1.14,1.513,1.291,1.406,70,961,1299,4484,890,1858,1620,1224,3174,2418,4660,281,257,125,12,257,7440,6362,910,189,296,0,594,540,21,8,26,205,844,326,986,460,997,370,14110,7342,5899,834,35,0,0,0,0,0,0,0,0,0,0,Independent San Diego ACO,5290,77,686,634,3893,1019,4876,2011,5198,578,1099,272,17.01323251,7.939508507,12.66540643
A21965,2014,New York,7/1/12,1,0,0,12997,-0.0048,0.0282,-537811,0,0,0.85,8743,8736,111072169,111609979,,,0.5,0.42,73751,8885,7468,7010,72797,8663,7698,7750,72051,7632,8345,8260,81585,9218,8124,7535,8785,1.003,1.133,0.85,1.036,0.995,1.12,0.842,1.059,0.995,1.078,0.854,1.045,0.997,1.054,0.846,1.029,133,884,8350,3978,1244,4912,4577,2264,7968,5029,1393,420,8549,*,*,2468,2464,2304,23,83,68,1,202,194,1,4,3,192,815,43,309,159,467,274,13065,6805,5782,105,373,0,3,0,0,0,84,217,1,0,0,Asian American Accountable Care Organization,12704,135,825,7659,4085,109,655,1052,4164,89,366,175,5.588790932,6.061083123,4.565491184
A03682,2014,Texas,7/1/12,1,0,1,7917,0.0977,0.0322,13222555,13222555,4849165,0.75,17748,17469,135304240,122081685,1727668,1727668,0.5,0.37,114507,15266,15566,14219,106371,17066,16058,14318,103339,16959,15746,13865,89542,14953,14337,13069,16014,1.063,1.252,0.948,1.13,1.052,1.325,0.989,1.16,1.063,1.313,0.989,1.163,1.04,1.275,0.981,1.14,194,1730,1692,4346,2166,3242,1770,739,4667,3249,4429,1939,498,822,18,211,6091,3826,1549,706,293,31,542,422,46,38,34,206,722,110,986,350,931,400,10568,5311,4423,820,14,0,0,0,0,0,43,8,12,0,0,"Physicians ACO, LLC",7624,228,1704,1404,4288,354,1373,2251,4328,273,2161,255,24.39797558,14.16656647,10.75609676
A45848,2014,"California,  Mississippi",7/1/12,1,0,0,26237,0.0115,0.0244,3933151,0,0,0.9,13370,13191,340542884,336609732,,,0.5,0.45,99442,12107,13430,9530,105259,13893,13650,10267,110255,13952,13009,9978,93968,14097,14642,10130,13215,1.057,1.315,1.009,1.034,1.059,1.316,1.03,1.038,1.07,1.321,1.021,1.03,1.046,1.338,1.043,1.07,456,3579,9023,15221,4097,10578,7894,3668,15301,10936,17107,2728,3722,1288,16,1376,4322,3580,490,231,153,0,399,361,13,11,14,193,746,105,690,259,780,318,11341,4838,5243,1227,33,0,0,1,0,6,179,324,44,3,0,ApolloMed Accountable Care Organization Inc.,25471,457,3038,6252,15724,279,1725,1861,4103,268,1286,261,13.54472704,11.07134211,11.8172836
A74604,2014,"Tennessee,  Louisiana,  Mississippi",7/1/12,1,0,0,11275,0.0642,0.0292,7367652,7367652,3133900,0.87,10517,10649,114784718,107417066,,,0.5,0.43,73022,9222,15492,9191,65123,9013,14993,9733,72358,10031,17391,8816,72936,10644,16916,8198,9842,1.005,1.135,1.087,1.03,0.981,1.106,1.041,1.05,0.973,1.092,1.025,1.038,0.994,1.139,1.072,1.019,138,2105,890,7868,2325,4963,2745,1242,6509,4766,9082,1909,79,34,16,155,3064,2314,340,198,244,1,349,299,10,12,28,165,755,81,768,213,720,289,9945,4570,4324,1020,31,0,0,2,0,0,63,38,74,0,0,TP-ACO L.L.C.,10915,117,1780,692,8327,205,943,1676,3114,166,774,256,14.47593452,12.73515759,10.71952113
A97609,2014,Indiana,7/1/12,1,0,0,31390,-0.031,0.0239,-8321218,0,0,0.86,8805,8498,268108177,276429394,,,0.5,0.43,68665,7602,13323,7611,67324,7998,13542,7723,71852,8104,15212,8090,75302,8780,14499,8425,9078,1.036,1.079,1.054,0.973,1.016,1.09,1.066,0.967,1.005,1.073,1.088,0.975,1.007,1.092,1.131,0.999,134,3146,600,23614,4597,14518,8583,3692,18311,13079,29944,895,86,37,16,412,2830,2468,120,201,90,0,297,272,3,12,10,148,821,86,580,175,692,295,9024,3961,3834,1218,12,0,0,1,0,1,111,106,56,0,0,"Franciscan AHN ACO, LLC",30451,191,3301,976,25983,286,1075,1800,2654,114,334,261,10.18037323,8.965296421,9.917653917
A81218,2014,Florida,7/1/12,1,0,1,4402,0.072,0.0423,3882063,3882063,1484404,0.78,12713,12202,53916460,50034398,0,0,0.5,0.39,72876,9864,15418,10670,75351,10600,14468,10625,71793,10412,14578,10949,73831,10798,13198,10258,11797,1.063,1.213,1.104,1.122,1.008,1.289,1.124,1.184,0.967,1.222,1.068,1.193,1.037,1.215,1.159,1.214,71,1017,640,3310,1174,1625,1079,524,2641,1761,2380,1823,*,64,*,83,3750,3149,137,428,71,0,475,433,3,26,12,213,772,99,991,345,767,291,10946,4870,5261,794,21,0,0,1,0,0,21,1,7,0,0,"Reliance Healthcare Management Solutions, LLC",4241,70,955,539,2678,429,1171,1676,3766,184,825,368,20.51322356,19.09851849,12.02499312
A00755,2014,"New Jersey,  New York",7/1/12,1,0,0,8165,-0.1022,0.0318,-15022545,0,0,0.79,18881,16772,146995248,162017793,,,0.5,0.4,94532,11435,11141,13174,96234,10803,11571,15699,113448,12183,13236,18112,115759,15715,15059,20406,20811,1.104,1.152,0.986,1.329,1.045,1.155,0.964,1.392,1.087,1.174,1.011,1.474,1.132,1.323,1.084,1.656,217,2004,3020,2819,2255,2621,2025,1264,4829,3336,3132,2488,165,1833,19,528,7992,6922,143,193,820,2,649,592,5,8,43,258,773,244,1145,536,809,283,16501,8986,5275,1937,303,0,11,0,0,2,292,750,67,1,0,Balance Accountable Care Network,7785,273,1870,2638,3004,285,4738,2682,5125,417,847,276,21.57949948,16.44152341,9.890603926
A23779,2014,Michigan,7/1/12,1,0,0,12879,0.0187,0.0283,2961208,0,0,0.78,12705,12908,158241990,155280782,,,0.5,0.39,100206,10250,15374,12360,102606,10458,14493,11445,92355,10431,15671,11710,90365,10351,14372,11495,12467,1.102,1.197,1.116,1.297,1.147,1.202,1.103,1.283,1.108,1.215,1.157,1.254,1.076,1.154,1.058,1.251,189,3308,1222,9533,3788,4836,2919,1336,6843,6036,10203,1821,260,97,17,481,4701,3918,431,270,183,23,527,475,12,16,23,229,794,122,948,399,888,252,11262,6412,4207,635,8,0,0,0,0,0,91,148,20,0,0,"Southeast Michigan Accountable Care, Inc.",12455,159,3206,1121,7969,202,1322,1993,3728,202,700,220,18.06503412,26.3348053,11.4813328
A83851,2014,"North Carolina,  Georgia,  Florida,  Louisiana,  South Carolina,  Tennessee,  District of Columbia,  California,  Texas,  Maryland",7/1/12,1,0,0,9990,-0.0297,0.03,-4996879,0,0,0.79,17554,16156,168271828,173268708,,,0.5,0.39,89904,12024,20228,13920,94711,11819,18959,13431,95611,12354,18880,12719,92339,13453,21634,14453,18075,1.055,1.285,1.196,1.324,1.039,1.288,1.159,1.349,1.058,1.318,1.181,1.305,1.099,1.293,1.26,1.373,206,3029,2219,3846,3594,3118,2109,1169,5614,4376,4757,4089,*,842,*,200,6044,5056,514,313,294,0,633,566,12,17,38,234,753,193,1378,471,968,315,12805,6311,4622,1794,78,0,0,1,0,0,49,23,12,0,0,"Meridian Holdings, Inc.",9586,278,3067,2242,3998,708,2657,2273,4530,390,2064,433,26.70584451,21.48985926,14.08316019
A60499,2014,"Nevada,  Arizona",1/1/13,1,0,0,32923,-0.0405,0.0237,-15042793,0,0,0.82,11755,11601,371225810,386268603,,,0.5,0.41,83795,9740,14811,9907,75963,9871,13417,10446,74228,10105,13802,11176,71617,10598,13229,11521,12231,1.014,1.118,0.979,1.006,1.01,1.128,0.982,1.026,1.017,1.122,0.931,1.039,1.018,1.14,0.963,1.027,332,3432,582,24112,5459,16465,7810,3189,17563,15360,29189,1412,371,777,271,903,4059,3537,171,351,87,3,372,340,4,19,8,184,787,104,717,248,1018,395,11282,4201,5715,1329,37,0,6,0,0,6,506,735,154,1,0,Arizona Care Network LLC,31580,407,3479,687,27007,446,1196,1644,4566,103,496,257,10.16452707,5.636404417,8.201285079
A36859,2014,Florida,1/1/13,1,0,0,6970,0.0433,0.0341,6226571,6226571,2324700,0.76,21431,20419,143927872,137701301,,,0.5,0.38,96727,19269,23725,16717,89741,17327,22771,15165,91060,17191,21311,17187,81650,16462,21676,15961,20504,1.06,1.535,1.307,1.281,1.098,1.471,1.268,1.262,1.058,1.373,1.22,1.296,1.054,1.363,1.194,1.345,148,1454,5310,2886,1294,2475,1969,1232,4369,2601,3514,556,*,2660,*,211,5434,4552,308,579,86,1,588,536,10,29,14,235,752,148,1059,497,931,313,12860,6264,5912,600,84,0,0,0,0,0,66,85,16,0,0,Baroma Healthcare International,6716,161,1004,3395,2155,1012,1889,2077,5130,241,5112,315,19.20810016,20.84600017,14.29440012
A85560,2014,"Texas,  Arizona",1/1/13,1,0,0,13300,-0.0484,0.028,-6059706,0,0,0.88,9662,9929,125270343,131330049,,,0.5,0.44,83883,10248,14125,8488,77513,9252,13477,8899,81977,9962,12265,8639,92787,10385,13111,8788,10129,0.999,1.133,0.972,1.032,1.021,1.144,0.952,1.025,1.028,1.089,0.92,1.024,1.033,1.143,0.951,0.975,140,1202,632,9097,1702,6424,3745,1429,7573,5727,11595,967,223,251,22,242,3200,2497,244,436,58,0,290,255,8,20,7,157,731,44,608,183,640,284,9757,4325,4577,846,9,0,2,0,0,0,53,27,18,0,0,Yavapai Accountable Care,12966,157,1126,552,11132,245,444,1608,3706,160,784,302,11.26029141,6.709899673,8.638031763
A30070,2014,Colorado,1/1/13,1,0,0,13743,-0.0784,0.0278,-9231373,0,0,0.92,8834,8900,117755771,126987144,,,0.5,0.46,75002,7525,11832,8268,68082,8016,12757,8141,65821,8256,9803,8150,66581,9623,9684,8696,9526,1.064,1.058,1.022,1.001,1.056,1.108,1.039,1.006,0.971,1.068,0.998,1.011,0.99,1.082,0.962,0.977,134,1868,204,8738,2395,6567,3364,1417,7608,6135,12744,255,78,267,48,351,3068,2727,115,226,39,1,284,262,2,13,6,125,736,51,671,167,657,306,8224,3225,3992,980,26,0,0,0,0,29,229,343,101,3,6,"Colorado Accountable Care, LLC",13330,160,1647,283,11240,181,532,2041,3060,75,423,351,8.702121142,4.876188571,6.976700571
A73700,2014,Virginia,1/1/13,1,0,0,49057,-0.0139,0.0221,-5787778,0,0,0.8,8731,8499,415106424,420894202,,,0.5,0.4,76280,7142,11713,7474,76152,7304,12510,7850,76319,7583,12946,7901,79476,8093,14707,8037,8852,1.013,1.035,1.051,0.975,1.031,1.051,1.036,0.976,1.055,1.071,1.065,0.984,1.065,1.047,1.109,0.99,289,7969,2666,37241,8979,21177,13083,5818,28381,20676,45036,3264,119,44,17,577,2857,2660,53,97,65,1,317,300,2,5,10,176,817,98,721,217,632,188,8851,4291,3487,1059,13,0,0,0,0,5,410,582,149,13,4,"Carilion Clinic Medicare Shared Savings Company, LLC",47545,367,7016,1825,38338,141,998,1817,2439,172,438,290,14.97520783,5.931191865,8.30787513
A94529,2014,Florida,1/1/13,1,0,1,12209,0.0032,0.0287,357539,0,0,0.79,9490,9100,113127342,112769802,2666140,0,0.5,0.4,80891,9303,13473,8448,79139,10042,14936,8535,84092,9643,13978,8435,79270,9493,13641,8848,9460,1.043,1.108,1.136,1.012,1.007,1.159,1.138,1.022,1.029,1.145,1.143,1.031,1.021,1.08,1.192,1.067,57,1049,448,11884,1318,5444,3910,1537,6663,5546,11347,422,*,193,*,199,2448,2260,47,118,38,0,292,278,1,7,6,165,804,62,544,215,706,282,11934,4706,6119,1053,57,0,0,0,0,0,32,25,7,2,0,Physicians Collaborative Trust ACO LLC,11921,69,947,377,10528,257,575,1219,4247,78,624,226,14.51271261,8.221074192,7.633854607
A32235,2014,"Iowa,  Nebraska",1/1/13,1,0,0,25954,0.0052,0.0244,1151391,0,0,0.88,8769,8668,220576183,219424792,,,0.5,0.44,61968,7978,11700,7929,70017,8236,11647,8179,68473,7978,11466,8089,75349,8464,12712,7996,8724,0.983,1.04,0.983,0.972,0.954,1.033,0.977,0.959,1.004,1.018,0.974,0.959,0.993,1.031,0.951,0.954,176,3788,768,17922,5550,11197,6410,2797,14609,11345,23280,1879,117,174,50,454,2876,2560,144,126,59,1,330,310,4,8,9,167,779,77,716,205,608,257,7848,3327,3399,796,327,8,0,13,0,16,245,563,118,0,0,"Alegent Health Partners, LLC",25153,184,4382,815,19772,177,870,1890,2408,79,398,225,11.52940163,12.9606377,12.44380245
A83794,2014,"Massachusetts,  Connecticut",1/1/13,1,0,0,35631,0.0003,0.0234,91922,0,0,0.89,8776,8587,303455159,303363237,,,0.5,0.45,72221,7443,10110,7643,69182,7588,9691,7844,70044,8267,10276,8003,77227,8307,10520,8033,8773,1.02,1.039,0.957,1.015,1.018,1.017,0.946,1.01,1.002,1,0.929,1.01,1.034,1.036,0.941,1.038,292,9738,2471,22512,9029,14303,8210,4089,20626,15005,31454,2106,215,980,16,860,2941,2474,77,271,144,0,286,252,2,15,17,166,830,53,736,197,525,218,9608,4320,4088,1193,6,0,0,0,0,4,325,844,182,2,9,"Pioneer Valley Accountable Care, LLC",34577,254,7412,2418,24494,115,464,2000,2590,163,557,228,14.46030526,10.26681673,8.473738881
A19579,2014,Florida,1/1/13,1,0,0,7897,0.0696,0.0322,6121891,6121891,2440291,0.81,11388,11481,87947461,81825570,,,0.5,0.41,75602,11701,20043,10817,85104,13104,18335,10661,83076,12680,16310,10775,88817,11678,17515,9912,10595,1.044,1.258,1.217,1.151,1.044,1.312,1.199,1.199,1.093,1.28,1.256,1.203,1.135,1.234,1.258,1.183,48,602,273,8498,718,3619,2634,926,4551,3346,7479,227,44,*,*,116,2848,2613,137,97,17,0,341,327,4,6,4,164,790,66,563,243,817,314,13153,4519,6687,741,1207,0,0,4,0,0,30,8,4,1,0,Primary Care Alliance LLC,7723,37,523,192,6971,184,714,1395,4657,108,662,276,13.59560625,9.193219461,10.09959321
A00843,2014,"Idaho,  Oregon",1/1/13,1,0,0,28877,-0.051,0.0241,-12128035,0,0,0.92,8493,8281,237731249,249859284,,,0.5,0.46,66205,8302,11423,7494,60622,8837,11241,7720,60627,9162,11631,7586,61439,9641,11089,8314,8926,0.957,1.077,1.001,0.976,0.964,1.064,0.976,0.976,0.978,1.098,1.035,0.99,0.976,1.086,1.018,0.995,164,3157,1000,23680,4607,12436,8071,3763,16354,12523,27725,82,134,343,89,504,2704,2420,119,111,77,0,270,253,3,5,8,129,735,52,692,156,634,232,8316,2950,3414,1604,348,8,0,3,0,9,254,671,121,2,0,"St. Luke's Clinic Coordinated Care, Ltd.",27991,180,3402,1116,23294,309,585,2847,1864,91,468,300,9.253056813,4.930200155,6.287791503
A45761,2014,California,1/1/13,1,0,0,24254,-0.0464,0.0246,-14138587,0,0,0.86,12980,13354,304804383,318942970,,,0.5,0.43,99868,13466,15482,11173,100466,13633,15088,10900,101268,14616,15063,11238,98096,15825,17129,11382,13582,1.091,1.404,1.103,1.078,1.103,1.392,1.089,1.077,1.095,1.431,1.082,1.083,1.056,1.462,1.147,1.106,279,2525,2172,13864,3732,11029,6149,3344,14145,10109,18280,1957,1405,794,29,1789,4311,4015,87,144,127,5,360,341,2,6,10,223,817,78,645,246,889,519,11983,4483,7272,220,7,0,0,0,0,6,426,1914,87,0,3,Regents of the University of California,23482,330,2537,2047,18568,271,1045,2611,4612,168,971,337,11.32766477,5.323150737,5.025054296
A80267,2014,Wisconsin,1/1/13,1,0,0,32096,-0.0221,0.0238,-5793910,0,0,0.89,8463,8285,262459960,268253870,,,0.5,0.44,58562,6946,10660,7692,66599,7396,10619,7626,73469,7650,9915,7804,72081,7877,11420,7953,8650,1.029,1.072,1.07,1.1,1.025,1.059,1.073,1.097,1.047,1.055,1.064,1.085,1.065,1.078,1.077,1.075,235,5505,1805,23398,7280,12973,8073,3770,17494,14602,30978,71,281,41,232,493,2960,2851,20,56,43,2,304,294,0,3,6,172,794,75,697,166,672,249,7836,3042,3439,1343,13,0,0,0,0,0,226,878,148,2,1,Marshfield Clinic,31013,242,5828,1889,23054,177,833,1519,2875,94,152,275,12.54316078,9.06074082,8.738294528
A01645,2014,"Minnesota,  Wisconsin",1/1/13,1,0,0,15021,0.0341,0.027,5031298,5031298,2288690,0.93,10174,9789,147505479,142474181,,,0.5,0.46,94204,8831,12781,8746,81708,8284,13160,9060,78436,8554,10507,9290,81121,8541,13253,9149,9827,1.028,1.064,1.046,0.985,1.047,1.087,0.99,1.007,1.001,1.074,0.949,1.033,0.974,1.132,0.944,1.052,141,3190,244,11942,4171,4726,3965,2159,8418,6603,13488,586,444,70,55,378,3303,3046,219,40,63,1,332,319,5,2,6,170,808,107,655,238,799,357,8254,4077,3061,1105,11,0,0,0,0,6,302,335,63,0,3,Triple Aim Accountable Care Organization,14498,149,3505,305,10540,336,1053,1704,2981,99,412,252,11.44946029,5.862675449,6.75931993
A66698,2014,Florida,1/1/13,1,0,1,7281,-0.0129,0.0334,-1074892,0,0,0.89,11839,11931,83419162,84494055,1556800,0,0.5,0.45,70550,11967,16749,10508,76370,10426,17580,10940,79864,11832,18351,11147,89559,12092,17273,11088,11992,1.027,1.225,1.195,1.171,1.06,1.162,1.156,1.197,1.024,1.258,1.204,1.191,1.056,1.196,1.254,1.174,49,624,342,5657,882,3185,2214,1000,4315,2966,6559,414,*,152,*,124,3315,3141,83,75,48,1,387,372,2,4,8,198,823,92,712,308,826,324,13023,5936,6024,958,105,0,0,0,0,0,14,26,1,0,0,Primary Partners ACIP LLC,7046,50,638,289,6069,477,937,1582,4502,125,1080,336,21.85611392,12.20536232,9.6507516
