ACO_Num,year,ACO_Name,ACO_State,Adv_Pay,N_AB,Sav_rate,MinSavPerc,BnchmkMinExp,GenSaveLoss,EarnSaveLoss,QualScore,UpdatedBnchmk,HistBnchmk,ABtotBnchmk,ABtotExp,Adv_Pay_Amt,Adv_Pay_Recoup,QualPerfShare,FinalShareRate,Per_Capita_Exp_ALL_ESRD_BY1,Per_Capita_Exp_ALL_DIS_BY1,Per_Capita_Exp_ALL_AGDU_BY1,Per_Capita_Exp_ALL_AGND_BY1,Per_Capita_Exp_ALL_ESRD_BY2,Per_Capita_Exp_ALL_DIS_BY2,Per_Capita_Exp_ALL_AGDU_BY2,Per_Capita_Exp_ALL_AGND_BY2,Per_Capita_Exp_ALL_ESRD_BY3,Per_Capita_Exp_ALL_DIS_BY3,Per_Capita_Exp_ALL_AGDU_BY3,Per_Capita_Exp_ALL_AGND_BY3,Per_Capita_Exp_ALL_ESRD_PY,Per_Capita_Exp_ALL_DIS_PY,Per_Capita_Exp_ALL_AGDU_PY,Per_Capita_Exp_ALL_AGND_PY,Per_Capita_Exp_TOTAL_PY,CMS_HCC_RiskScore_ESRD_BY1,CMS_HCC_RiskScore_DIS_BY1,CMS_HCC_RiskScore_AGDU_BY1,CMS_HCC_RiskScore_AGND_BY1,CMS_HCC_RiskScore_ESRD_BY2,CMS_HCC_RiskScore_DIS_BY2,CMS_HCC_RiskScore_AGDU_BY2,CMS_HCC_RiskScore_AGND_BY2,CMS_HCC_RiskScore_ESRD_BY3,CMS_HCC_RiskScore_DIS_BY3,CMS_HCC_RiskScore_AGDU_BY3,CMS_HCC_RiskScore_AGND_BY3,CMS_HCC_RiskScore_ESRD_PY,CMS_HCC_RiskScore_DIS_PY,CMS_HCC_RiskScore_AGDU_PY,CMS_HCC_RiskScore_AGND_PY,N_AB_Year_ESRD_BY3,N_AB_Year_DIS_BY3,N_AB_Year_AGED_Dual_BY3,N_AB_Year_AGED_NonDual_BY3,N_AB_Year_PY,N_AB_Year_ESRD_PY,N_AB_Year_DIS_PY,N_AB_Year_AGED_Dual_PY,N_AB_Year_AGED_NonDual_PY,N_Ben_Age_0_64,N_Ben_Age_65_74,N_Ben_Age_75_84,N_Ben_Age_85plus,N_Ben_Female,N_Ben_Male,N_Ben_Race_White,N_Ben_Race_Black,N_Ben_Race_Asian,N_Ben_Race_Hisp,N_Ben_Race_Native,N_Ben_Race_Other,CapAnn_INP_All,CapAnn_INP_S_trm,CapAnn_INP_L_trm,CapAnn_INP_Rehab,CapAnn_INP_Psych,CapAnn_HSP,CapAnn_SNF,CapAnn_INP_Other,CapAnn_OPD,CapAnn_PB,CapAnn_AmbPay,CapAnn_HHA,CapAnn_DME,ADM,ADM_S_Trm,ADM_L_Trm,ADM_Rehab,ADM_Psych,chf_adm,copd_adm,pneu_adm,readm_Rate_1000,prov_Rate_1000,P_SNF_ADM,P_EDV_Vis,P_EDV_Vis_HOSP,P_CT_VIS,P_MRI_VIS,P_EM_Total,P_EM_PCP_Vis,P_EM_SP_Vis,P_Nurse_Vis,P_FQHC_RHC_Vis,N_CAH,N_FQHC,N_RHC,N_ETA,N_Fac_Other,N_PCP,N_Spec,N_NP,N_PA,N_CNS,Start_Date,Track1,Track2
A94529,2015,Physicians Collaborative Trust ACO LLC,Florida,1,10980,0.0066,0.0294,692898,0,0,41.19,9814,9125,105277004,104584106,2666140,0,50,0,80891,9331,13473,8429,79139,10118,15006,8552,83089,9754,14289,8398,77106,10550,13857,9078,9750,1.043,1.109,1.136,1.012,1.007,1.17,1.139,1.024,1.025,1.158,1.151,1.036,0.999,1.145,1.127,1.079,56,977,429,11100,10727,65,818,325,9519,1134,4952,3573,1321,6023,4957,10191,383,*,167,*,193,2501,2320,*,110,46,200,586,0,1337,4378,83,677,224,289,275,*,*,7,14,8,7,166,805,60,558,223,791,278,12180,4847,6103,1155,76,0,0,0,0,0,33,22,6,2,0,1/1/13,1,0
A32235,2015,"Alegent Health Partners, LLC","Iowa, Nebraska",0,28172,-0.0297,0.0242,-7616596,0,0,94.29,9357,8972,256023377,263639974,,,50,47.14,64800,7990,12211,8249,72406,8311,12160,8584,69991,8204,12073,8402,83723,8848,12005,9085,9635,0.978,1.04,0.986,0.976,0.959,1.033,0.98,0.967,1.006,1.027,0.983,0.967,1.038,1.045,0.977,0.957,181,4089,946,20671,27362,180,4642,937,21603,5639,12056,7048,3429,16017,12155,25463,1829,128,192,51,509,3246,2936,190,92,61,183,1036,0,2207,2480,99,399,243,344,327,5,5,7,11,13,10,172,776,86,752,198,654,249,8105,3040,3234,788,1043,9,0,17,0,28,240,600,163,0,0,1/1/13,1,0
A83794,2015,"Pioneer Valley Accountable Care, LLC","Connecticut, Massachusetts",0,41255,-0.0131,0.0229,-4895311,0,0,96.8,9270,8723,372409441,377304752,,,50,48.4,70319,7401,10059,7844,69108,7653,9960,8057,71029,8278,10436,8201,82148,8748,11115,8684,9392,1.018,1.04,0.958,1.034,1.015,1.023,0.95,1.024,1,1.008,0.93,1.021,1.082,1.042,0.979,1.061,311,10432,2661,24617,40173,293,9496,2595,27789,11055,16370,9243,4587,23828,17427,36095,2452,269,1316,17,1106,3163,2685,64,280,154,107,564,2,2220,2662,180,566,227,302,269,2,14,17,15,12,8,165,826,58,776,215,579,221,9719,4219,4049,1446,5,0,0,0,0,8,350,845,219,8,14,1/1/13,1,0
A19579,2015,Primary Care Alliance,Florida,0,7988,0.0805,0.032,7374201,7374201,3184272,88.13,11764,11380,91580418,84206217,,,50,44.06,69680,11503,21031,10742,86760,12950,18537,10545,81094,12336,16696,10639,70758,12965,18530,10180,10817,1.023,1.261,1.212,1.147,1.039,1.283,1.199,1.196,1.074,1.277,1.286,1.205,1.014,1.384,1.43,1.241,46,515,224,7724,7785,37,491,161,7096,697,3592,2813,886,4601,3387,7549,228,51,*,*,140,2817,2640,88,75,31,145,741,0,1467,4756,110,671,334,326,313,2,4,7,16,12,7,153,827,70,605,247,880,318,13432,4615,6956,867,995,0,0,4,0,4,30,10,3,0,0,1/1/13,1,0
A00843,2015,"St. Luke's Clinic Coordinated Care, Ltd.","Idaho, Oregon",0,29855,-0.0666,0.024,-16945132,0,0,98.05,8784,8272,254301961,271247093,,,50,49.02,66623,8326,11415,7496,60447,8878,11218,7713,60927,9128,11630,7574,63461,9963,11887,8750,9369,0.956,1.076,1,0.976,0.962,1.062,0.978,0.976,0.977,1.095,1.031,0.989,0.992,1.118,1.015,1.017,166,3177,1009,23811,28951,188,3317,1141,24304,4432,13346,8311,3766,16797,13058,28643,85,139,325,92,571,2744,2454,145,107,55,332,535,0,3127,1915,98,530,297,269,253,4,5,7,8,5,6,130,735,48,703,151,647,236,8370,2891,3356,1771,352,9,0,4,0,15,262,854,165,2,0,1/1/13,1,0
A45761,2015,UCLA Faculty Practice Group,California,0,33199,-0.013,0.0237,-5350286,0,0,92.28,12762,13432,410754986,416105272,,,50,46.14,100059,13576,15610,11177,102729,13772,15051,10879,101606,14570,15101,11299,96610,16092,17980,10940,12928,1.092,1.404,1.108,1.077,1.109,1.39,1.09,1.078,1.102,1.439,1.085,1.085,1.072,1.347,1.113,1.036,284,2525,2187,13875,32186,383,3156,2124,26523,4628,15977,8331,4263,18542,14657,25968,2326,1642,928,28,2307,4048,3749,66,143,132,233,909,2,2432,4613,123,865,314,321,306,2,6,8,10,5,5,213,810,65,606,224,823,506,11765,4350,7127,281,7,0,0,0,0,6,489,2006,95,0,3,1/1/13,1,0
A80267,2015,"Marshfield Clinic, Inc.",Wisconsin,0,31547,-0.0585,0.0238,-15448653,0,0,94.92,8649,8285,263896971,279345624,,,50,47.46,58562,6946,10660,7692,66599,7396,10619,7626,73469,7650,9915,7804,68687,8355,11656,8580,9155,1.029,1.072,1.07,1.1,1.025,1.059,1.073,1.097,1.047,1.055,1.064,1.085,1.043,1.097,1.088,1.092,235,5505,1805,23398,30512,221,5812,1808,22671,7064,13106,7793,3584,17160,14387,30335,71,314,52,224,551,3051,2946,32,56,39,207,798,0,1714,3068,99,168,303,307,298,1,3,5,12,10,10,174,791,74,751,169,732,264,8019,3035,3437,1535,11,0,0,0,0,0,212,635,150,2,1,1/1/13,1,0
A01645,2015,Community Health Network,Minnesota,0,13068,-0.0074,0.0282,-1004747,0,0,94.72,10688,9937,135957692,136962438,,,50,47.36,98054,8845,13621,8894,85384,8167,13671,9289,84048,8519,10456,9421,78400,9275,12966,10277,10767,1.043,1.067,1.085,0.991,1.07,1.087,1.003,1.016,1.011,1.086,0.954,1.042,0.996,1.111,1.021,1.089,122,2856,232,10749,12720,126,3135,300,9159,3523,4036,3403,2106,7461,5607,11651,543,395,66,56,357,3748,3482,240,50,53,376,1104,3,1927,3038,117,500,258,360,347,5,3,5,15,6,9,192,821,121,736,262,831,355,8757,4434,2979,1331,12,0,0,0,0,6,267,374,70,0,9,1/1/13,1,0
A66698,2015,Primary Partners,Florida,1,5239,0.134,0.0383,7756155,7756155,3729256,98.13,11336,11275,57877707,50121553,1556800,1556800,50,49.06,73680,11464,16935,10027,78066,10251,18233,10418,77506,11289,18110,10038,83623,10450,11745,9169,9817,1.038,1.203,1.202,1.12,1.036,1.131,1.147,1.153,1.008,1.222,1.2,1.151,1.056,1.233,1.059,1.15,40,533,295,4205,5106,29,476,197,4403,655,2514,1537,533,3201,2038,4631,338,*,129,*,105,2634,2502,*,89,13,172,404,0,1558,4165,73,676,344,290,281,*,5,*,11,11,8,175,815,39,573,222,752,326,12248,5489,5898,697,165,0,0,0,0,0,17,21,1,0,0,1/1/13,1,0
A69939,2015,"Meridian Accountable Care Organization, LLC",New Jersey,0,41117,-0.0049,0.0229,-2220972,0,0,92.71,11337,11416,453664313,455885285,,,50,46.35,79875,9830,21805,10529,86801,10326,22117,10513,87432,10277,21798,10289,87710,11445,21116,10372,11393,1.04,1.152,1.294,1.151,1.013,1.134,1.345,1.133,1.044,1.166,1.345,1.137,1.06,1.103,1.293,1.094,297,3351,1419,32278,40016,306,3726,1232,34753,5092,18961,11718,5346,23153,17964,37887,1812,250,*,*,978,3579,3102,57,382,80,214,1022,0,1897,4396,101,320,210,299,272,1,19,7,13,9,6,162,812,85,639,217,751,327,10777,3703,6209,860,5,0,0,0,0,19,133,663,84,3,4,1/1/13,1,0
A99470,2015,"Accountable Care Coalition of DeKalb, LLC.",Georgia,0,16601,0.0148,0.02,2168001,0,0,80.91,9078,8687,146617090,144449089,,,60,48.55,61855,7839,10449,6628,60867,7334,10985,7066,64480,8053,10478,6996,64469,7663,9678,7314,8944,0.932,1.077,1.046,0.99,0.928,1.024,0.989,0.985,0.921,1.03,0.958,0.967,0.919,1.02,0.969,0.967,377,2161,348,10885,16150,430,2335,405,12981,3215,7549,4169,1668,9894,6707,9255,6732,185,*,*,342,2482,2120,91,199,96,228,280,0,2241,3164,220,409,237,264,241,3,10,10,13,8,6,154,691,26,612,186,543,251,8968,3249,5105,609,5,0,0,0,0,4,154,489,64,3,0,1/1/13,0,1
A05967,2015,"Accountable Care Coalition of South Georgia, LLC.","Florida, Georgia",0,8610,-0.0092,0.0314,-632562,0,0,93.49,8196,7630,68906711,69539272,,,50,46.75,68852,7189,11898,7152,64709,7189,9469,6815,65268,7575,10025,6797,68449,8660,11000,7262,8271,0.993,1.106,0.973,0.95,0.978,1.016,1.002,0.938,0.956,1.037,0.884,0.941,0.959,1.027,0.976,0.965,88,870,200,6589,8408,107,907,183,7211,1210,4017,2442,941,5022,3588,6564,1938,*,*,*,84,2228,1919,*,207,62,256,457,2,1693,3007,108,352,346,249,229,*,10,*,12,9,*,142,754,44,515,152,552,265,10323,4789,4542,927,64,0,0,0,0,0,22,6,13,1,0,1/1/13,1,0
A71510,2015,"Northwest Ohio ACO, LLC","Michigan, Ohio",0,14437,-0.0709,0.0273,-10505224,0,0,88.05,10621,10675,148124231,158629455,,,50,44.02,78329,9422,14250,9834,78177,9360,14644,9980,82306,9383,12867,9671,80336,9983,13423,10435,11374,1.044,1.336,1.228,1.339,1.068,1.305,1.249,1.256,1.027,1.23,1.217,1.2,1.049,1.17,1.122,1.155,164,2696,610,7922,13947,187,2665,420,10676,3330,6044,3349,1714,7828,6609,12161,1752,*,80,*,381,3724,3328,192,142,114,388,1252,7,2356,3012,120,588,288,396,365,5,9,16,18,17,9,179,791,118,837,264,814,262,9490,3570,4608,1307,5,0,0,0,0,0,97,327,79,0,3,1/1/13,1,0
A21778,2015,Lahey Clinical Performance ACO,"Massachusetts, New Hampshire",0,34364,0.0272,0.0236,9767414,9767414,4617502,96.48,10726,10202,359588286,349820871,,,50,48.24,85110,9725,12809,9462,106037,10252,13268,9552,94723,10384,13130,9658,100851,11538,11976,9748,10434,1.084,1.114,1.011,1.02,1.063,1.116,0.984,1.002,1.075,1.133,1.017,1.019,1.059,1.145,1.006,1.05,126,4076,1193,27640,33526,148,3973,1063,28343,4988,14832,9862,4682,18539,15825,32635,329,271,141,11,977,3497,3000,83,287,150,182,545,0,3111,2345,157,703,209,325,293,3,15,15,14,11,10,176,798,59,668,214,683,290,9205,3044,4756,1402,3,0,0,0,0,3,310,773,241,2,14,1/1/13,1,0
A95164,2015,"Mercy ACO, LLC","Arkansas, Missouri",0,36287,0.0028,0.0234,817302,0,0,92.66,8385,7933,295809081,294991779,,,50,46.33,60972,7144,10902,6931,68412,7545,10643,7211,66634,7784,10989,7507,63546,8361,12582,7712,8362,1.002,1.001,0.958,0.969,0.98,0.999,0.968,0.975,0.99,0.995,0.98,0.976,0.976,1.021,1.009,1.002,213,6529,1655,27713,35280,223,6171,1326,27560,7477,15485,9578,3747,20296,15991,35224,353,134,84,80,412,2733,2425,71,216,39,197,492,1,2401,2060,115,294,284,286,266,2,12,6,12,9,9,153,637,55,703,175,645,246,7859,2491,2702,1023,1643,0,0,31,0,36,255,486,185,1,5,1/1/13,1,0
A73727,2015,Indiana Lakes ACO,"Indiana, Michigan",0,8141,-0.0352,0.0319,-2321574,0,0,94.12,8405,7652,66023238,68344812,,,50,47.06,52365,7997,12777,7358,59534,7774,11836,7334,62743,7581,11402,7310,75551,9866,13134,7772,8701,0.935,1.093,1.022,0.979,0.94,1.055,0.997,0.976,1.006,1.044,0.96,0.968,1.015,1.06,1.105,0.98,27,927,242,6533,7855,37,889,547,6382,1150,3247,2337,1407,4728,3413,7848,62,*,77,*,130,2653,2430,*,77,117,382,1063,0,2026,2197,120,197,263,284,268,*,*,10,7,10,10,161,817,99,611,180,597,190,8381,4476,2916,919,70,0,1,0,0,3,46,132,43,0,0,1/1/13,1,0
A83092,2015,Saint Francis HealthCare Partners ACO Inc.,Connecticut,0,22131,-0.0084,0.0248,-2199397,0,0,88.63,12217,11565,261498307,263697704,,,50,44.31,79512,10456,15550,9960,87601,10359,15462,10083,85940,10570,16140,9705,84323,12141,16043,10577,12320,1.002,1.162,1.062,1.042,1.007,1.177,1.102,1.036,1.039,1.192,1.098,1.03,1.022,1.249,1.128,1.05,247,2699,3080,16591,21404,244,2341,2869,15951,3050,8590,6594,3897,12929,9202,17841,2936,250,370,14,720,3924,3576,86,124,157,289,1732,5,2186,3541,256,711,235,384,362,3,6,13,19,14,10,199,817,148,770,317,800,240,10282,3540,4410,2321,11,0,0,0,0,3,211,480,105,6,6,1/1/13,1,0
A32930,2015,"OneCare Vermont Accountable Care Organization, LLC","New Hampshire, Vermont",0,55841,-0.0556,0.0208,-26959791,0,0,96.09,8963,8521,484875870,511835661,,,50,48.05,70388,8287,11310,7910,73555,8096,11329,8041,74376,8287,11400,8043,77546,9156,12309,8950,9462,1.058,1.007,0.959,0.973,1.049,0.998,0.945,0.96,1.03,0.978,0.926,0.955,0.995,0.98,0.915,0.959,215,9207,3490,38874,54095,202,9544,3542,40807,11330,23584,14036,6891,30900,24941,53818,231,150,65,36,1541,3015,2839,9,103,72,198,957,0,2920,1776,172,518,232,269,255,0,5,9,10,9,12,159,787,78,793,148,489,172,8290,2437,2948,1353,1551,11,20,13,0,153,510,1375,341,7,17,1/1/13,1,0
A96588,2015,"Alexian Brothers Accountable Care Organization, LLC",Illinois,0,40412,-0.0064,0.023,-3038756,0,0,99.53,12225,12313,476055237,479093993,,,50,49.77,105615,11278,21835,12076,102309,11298,21868,11909,105848,10860,20902,11249,102112,11467,20061,11784,12303,1.113,1.163,1.156,1.114,1.083,1.131,1.169,1.111,1.145,1.118,1.154,1.097,1.139,1.097,1.134,1.078,240,2838,880,31039,38941,171,3071,700,34999,4425,18262,10926,6799,23759,16653,36732,1054,832,355,12,1427,3759,3219,100,358,139,426,1981,0,1828,3732,182,810,191,390,355,3,20,13,14,11,10,179,846,144,658,288,749,285,10884,4975,4849,1055,4,0,0,0,0,18,334,831,92,0,5,1/1/13,1,0
A34796,2015,"Maryland Collaborative Care, LLC.","District of Columbia, Maryland",0,10406,0.0644,0.0298,8639987,8639987,4093356,96.69,13278,13094,134245705,125605717,,,50,48.34,104929,10988,13263,12570,108512,11447,13045,12346,98891,13271,12993,11944,99221,12932,10798,11497,12424,1.161,1.15,1.027,1.126,1.155,1.082,1.004,1.106,1.048,1.106,0.947,1.108,1.065,1.163,0.904,1.075,95,995,1039,7207,10110,100,1065,1328,7618,1384,4420,2999,1603,6344,4062,6324,2108,826,428,12,708,3965,3778,12,129,65,290,1165,0,2114,4497,139,496,215,308,295,0,7,6,12,9,9,169,818,97,673,248,779,354,11968,5482,5926,556,4,0,0,0,0,0,55,13,4,0,0,1/1/13,1,0
A28700,2015,"Virginia Collaborative Care, LLC.",Virginia,0,8593,0.0889,0.0314,8804702,8804702,4080388,94.58,11822,11463,99052574,90247872,,,50,47.29,86104,11425,10494,10527,102316,12931,11636,10929,95207,11905,11389,10437,74310,11887,10349,10055,10771,1.03,1.237,0.928,1.037,1.058,1.245,0.904,1.025,1.036,1.264,0.889,1.016,1.063,1.231,0.929,1.004,67,746,835,6544,8379,72,669,616,7022,923,4208,2357,1105,5168,3425,6240,855,736,*,*,486,3166,2787,*,288,88,540,935,0,1544,3853,158,770,182,328,303,*,15,10,16,12,*,170,792,79,768,252,762,336,10988,5305,4819,856,7,0,0,0,0,0,55,4,6,1,0,1/1/13,1,0
A42036,2015,Cedars-Sinai Medical Care Foundation,California,0,17281,-0.1576,0.0261,-36189332,0,0,94.62,13710,14337,229615216,265804548,,,50,47.31,105199,15502,15993,10720,100419,15779,16074,10713,115061,16766,17182,11187,113188,19466,21198,12857,15870,1.121,1.538,1.151,1.133,1.109,1.425,1.088,1.108,1.135,1.577,1.114,1.112,1.088,1.594,1.212,1.136,209,1163,1124,7691,16748,290,1534,1342,13582,2314,8190,4507,2270,9660,7621,13241,1899,643,*,*,970,5441,5120,136,237,46,190,912,0,3585,5247,165,989,379,374,356,3,9,5,15,5,4,216,776,61,601,254,1008,538,11951,2875,8578,494,4,0,0,0,0,2,233,776,83,3,0,1/1/13,1,0
A69364,2015,VirtuaCare,New Jersey,0,16972,-0.0897,0.0262,-14210230,0,0,91.99,9597,9521,158451165,172661394,,,50,46,69090,7031,7230,6756,92091,9041,11904,8476,82359,9264,15883,8772,88366,10460,15550,9733,10458,0.991,0.909,0.947,1.001,1.068,0.989,1.087,1.051,1.048,1.025,1.143,1.05,1.05,1.036,1.173,1.037,114,1727,548,10255,16510,72,2290,805,13344,2850,7632,4399,2091,10115,6857,13915,2217,*,182,*,487,3306,2924,111,227,83,255,916,0,1576,3900,98,437,260,335,313,2,12,8,14,14,9,164,798,79,731,247,774,301,10351,3879,5460,1009,3,0,0,0,0,0,178,102,51,0,0,1/1/13,1,0
A02541,2015,Commonwealth Primary Care ACO,Arizona,0,46120,0.0397,0.0224,15553674,15553674,7404173,97.15,8703,8335,391901454,376347780,,,50,48.58,88737,8298,22506,7970,88613,7925,17085,7895,80009,8058,18635,8035,74487,8698,17127,7975,8358,1.042,1.011,1.012,0.949,1.053,0.988,0.968,0.945,1.036,0.981,0.938,0.941,0.989,1.074,0.958,0.965,133,2622,411,35074,45030,174,2440,427,41989,4163,24486,12697,4774,25746,20374,42888,931,331,447,269,1254,2425,2039,61,305,34,168,255,0,1271,3836,73,282,199,225,201,2,18,4,6,4,6,128,788,23,487,132,686,332,9953,4174,4704,1055,20,0,0,0,0,1,207,70,85,1,0,1/1/13,1,0
A12533,2015,"Southcoast Accountable Care Organization, LLC","Massachusetts, Rhode Island",0,20904,-0.0052,0.0249,-1081589,0,0,92.41,10337,9463,209784479,210866069,,,50,46.2,92579,9615,11888,8887,100199,9333,13886,9039,107039,8833,12908,8868,83309,10525,14773,9713,10390,1.055,1.054,0.953,1.03,1.05,1.065,1.013,1.017,1.085,1.022,1.005,1.01,1.088,1.078,1.005,1.069,55,2169,635,11101,20295,90,3485,851,15869,4222,8942,5011,2729,11953,8951,19730,382,72,66,19,635,3489,3099,80,188,151,184,860,6,2424,2750,218,667,236,330,302,2,10,16,14,16,10,184,812,78,823,242,748,240,9462,3141,4653,1662,6,0,0,0,0,5,225,368,138,0,0,1/1/13,1,0
A45364,2015,"APCN-ACO, A MEDICAL PROFESSIONAL CORPORATION",California,0,11292,0.0078,0.0292,1192109,0,0,70.26,13899,12605,152666584,151474474,,,50,35.13,110181,13109,9730,14133,110191,13238,10569,14073,108016,13036,10189,13631,104592,17257,11690,11409,13790,1.104,1.357,0.993,1.273,1.097,1.385,0.997,1.253,1.132,1.373,1.002,1.263,1.109,1.36,1.078,1.205,220,1057,10400,2246,10984,214,708,7522,2540,1062,3873,3984,2373,6791,4501,1457,107,7754,390,12,1572,4802,3424,841,515,178,120,2265,2,1641,4427,296,951,252,379,318,23,21,16,13,8,12,192,775,120,538,274,618,219,12799,7325,5241,220,12,0,0,0,0,5,52,37,1,0,0,1/1/13,1,0
A38167,2015,"North Jersey ACO, LLC",New Jersey,0,10190,0.0246,0.0299,3202786,0,0,74.06,13142,12394,130358504,127155718,,,50,37.03,98017,12509,14292,11012,97451,12212,13587,11507,93517,12323,13596,11079,95651,14651,12684,11446,12819,1.096,1.155,1.049,1.124,1.044,1.192,0.993,1.103,1.061,1.126,0.975,1.1,1.067,1.137,0.99,1.105,84,801,1777,6889,9919,103,748,2091,6978,1052,4188,3271,1679,6121,4069,6611,*,1413,678,*,823,3866,3448,*,199,192,187,1778,0,2451,4231,104,512,174,363,337,*,10,15,17,17,*,195,811,120,635,292,751,328,12592,5327,6867,394,4,0,0,0,0,5,39,137,21,1,0,1/1/13,1,0
A73340,2015,"Ochsner Accountable Care Network, LLC","Louisiana, Mississippi",0,24941,-0.0314,0.0245,-8200909,0,0,98.15,10825,10379,261412416,269613325,,,50,49.08,61796,9711,14175,8528,63778,10708,14223,8623,58095,10245,13447,8221,62976,11312,12633,9137,11165,0.994,1.204,1.07,1.063,0.989,1.209,1.114,1.064,0.971,1.203,1.079,1.053,0.985,1.23,1.125,1.096,527,4333,1607,15218,24148,607,4823,1666,17053,6264,10916,5396,2365,14154,10787,17213,6911,137,177,28,475,3328,2715,313,189,149,187,321,2,3784,2546,108,784,379,361,323,9,11,17,18,8,6,204,719,36,939,234,747,308,8967,2528,4967,1458,14,3,0,0,0,9,272,838,181,4,8,1/1/13,1,0
A81035,2015,"Christie Clinic Physician Services, LLC",Illinois,0,6107,-0.0537,0.0358,-2768799,0,0,86.99,8797,8622,51547235,54316034,,,50,43.49,63887,9034,8905,7618,59887,8920,10206,7935,74588,9260,10593,8058,70559,8614,13514,8671,9270,1.006,1.18,1.103,1.056,0.953,1.164,1.072,1.052,0.975,1.141,1.018,1.043,0.927,1.096,1.047,1.011,54,965,231,5945,5860,46,745,147,4922,1112,2736,1552,707,3438,2669,5472,492,*,*,*,98,2750,2383,*,336,16,145,668,0,1639,3524,82,308,338,314,289,*,21,*,13,11,8,178,774,58,673,204,700,392,9188,3260,3967,1920,41,0,0,0,0,0,27,57,21,0,0,1/1/13,1,0
A94621,2015,Collaborative Care of Florida LLC,Florida,0,15183,0.0442,0.0269,5612114,5612114,2696226,98.05,8550,8013,126836861,121224747,,,50,49.02,58806,9144,12411,7471,72609,8336,10186,7438,67290,8230,7830,7483,68617,9175,11964,7594,8172,0.949,1.15,0.991,0.975,1.016,1.042,0.89,0.976,1.05,1.023,0.939,0.973,1.024,1.098,1.087,1.037,82,961,159,9588,14834,95,1189,206,13345,1786,7794,4246,1357,8595,6588,12826,1529,*,*,*,465,2109,1941,16,126,34,114,212,0,1533,3579,61,443,229,244,231,1,7,5,10,11,6,152,796,23,499,169,717,345,10452,3787,5853,805,7,0,0,0,0,4,85,30,25,0,0,1/1/13,1,0
A70850,2015,"ACO Health Partners, LLC","Florida, New Jersey, Pennsylvania",1,10705,0.0621,0.0296,7296532,7296532,3103401,86.8,11335,10930,117538296,110241764,0,0,50,43.4,86871,11765,9136,10335,88000,10266,9123,10557,94246,9586,9696,10429,80036,10191,8703,10095,10632,1.03,1.153,0.856,1.095,1.025,1.12,0.851,1.105,1.088,1.093,0.859,1.097,1.034,1.056,0.849,1.094,85,2336,1169,6079,10369,98,2584,1111,6577,3117,4766,2068,754,5766,4939,8231,1269,649,*,*,321,3313,2856,66,201,216,241,612,0,1623,4074,118,635,270,360,328,2,10,20,11,16,8,183,780,52,805,261,792,321,11192,4980,5367,834,11,0,0,0,0,0,62,31,18,0,0,1/1/13,1,0
A43744,2015,Central Jersey ACO LLC,New Jersey,0,21459,-0.0513,0.0249,-11934471,0,0,92.38,11139,11076,232540364,244474835,,,50,46.19,89696,11692,16733,10577,88671,10551,17054,10143,87317,11080,16262,10322,89140,12461,16435,10888,11711,1.076,1.177,1.131,1.126,1.069,1.143,1.159,1.126,1.053,1.124,1.2,1.112,1.111,1.117,1.153,1.074,90,1627,845,13521,20876,102,2026,1088,17660,2679,9491,6143,3146,12604,8855,19470,1006,*,196,*,596,3649,3053,46,497,96,290,1152,0,1912,4398,133,395,204,312,280,1,24,8,11,11,9,186,828,95,683,233,734,350,11146,4134,6134,735,143,0,5,0,0,6,110,253,54,0,1,1/1/13,1,0
A91256,2015,SERPA-ACO,Nebraska,1,15132,-0.0637,0.0269,-9052228,0,0,92.35,9662,9331,142003401,151055628,2106340,0,50,46.18,71099,8091,10450,8790,62091,7957,14334,9028,68328,8716,12445,8985,68176,10752,13027,9891,10278,1.013,1.01,0.94,0.967,0.999,1.027,0.944,0.979,1.021,1.004,0.984,0.981,1.016,1.074,0.998,1.009,56,1290,504,11167,14697,51,1442,468,12736,1865,6280,4514,2473,8437,6695,14701,65,42,121,16,187,3458,3226,100,117,52,211,1076,0,2661,2581,130,196,300,325,310,3,5,8,12,11,16,152,847,103,586,111,642,212,9045,4655,2766,1224,400,0,0,1,0,1,67,0,9,0,0,1/1/13,1,0
A72294,2015,"Accountable Care Coalition of North Texas, LLC.",Texas,0,5698,0.0762,0.0369,4707990,4707990,2181324,94.56,11182,11305,61781611,57073621,,,50,47.28,86039,10824,13975,12047,71089,9989,11760,11057,73745,10541,11042,10419,75921,9647,8850,9617,10330,1.034,1.186,0.995,1.116,1.073,1.106,0.932,1.113,0.968,1.141,0.873,1.077,1.036,1.093,0.845,0.988,69,1192,837,4465,5525,66,971,596,3892,1207,2757,1317,417,3272,2426,4169,640,480,193,15,201,3574,2388,433,588,105,360,508,111,1405,3519,95,921,196,337,268,14,34,12,12,9,8,175,733,43,762,223,816,360,9826,4472,4352,991,11,0,0,0,0,0,44,14,5,0,0,1/1/13,1,0
